what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374959802978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374959805961
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374959807659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374959862505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960025693
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960040763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960042620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960051827
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960058534
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960062703
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960150969
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960201338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960202927
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960207653
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960208554
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960220912
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960230670
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960234268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960275498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960275625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960355076
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960362224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960376586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960376721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960419273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960503366
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960536889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960578290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960601861
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960606167
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960607188
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960608501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960609954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960655173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960673725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960691342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960724874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960725034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960725612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960741457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960776745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960776884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960800955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960801120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960808177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960808352
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960821026
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960831496
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1374960833375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960869591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1374960869633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1374960892030
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1374960900110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1374960900962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1374960901844
